assay,target_gene,target_group,primer_F,primer_R,process,pathway,rep_id,timepoint,location,treatment,sample,conc,Ct,gwc,pH,block,log_conc
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,795,3,Karama,Maize + Desmodium,447,45633.607220188365,23.21,0.14,6.19,3,4.6592848
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,797,5,Karama,Maize + Desmodium,647,11871.079132549097,25.19,0.13,6.19,3,4.0744902
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,826,4,Rubona,Napier + Desmodium,513,48409.21051760055,23.1,0.138033764,5.6,2,4.684928
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,805,1,Karama,maize monoculture,250,260212.10741894672,21.43,0.13,6.31,4,5.415327500000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,797,5,Karama,Maize + Desmodium,633,173681.51549829563,20.72,0.13,6.16,1,5.2397536
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,816,6,Rubona,maize monoculture,701,6271.620918520289,26.31,0.193913043,5.16,1,3.7973798000000007
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,814,4,Rubona,maize monoculture,515,33605.193466853154,23.78,0.154368932,5.33,3,4.5264064
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,826,4,Rubona,Napier + Desmodium,513,14824.634681673539,24.8,0.138033764,5.6,2,4.170984
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,823,1,Rubona,Napier + Desmodium,220,244814.70470784925,21.55,0.06,5.42,3,5.3888375
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,795,3,Karama,Maize + Desmodium,440,50805.2742435654,23.01,0.15,5.96,2,4.7059088000000004
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,765,3,Rubona,Brachiaria + Desmodium,414,56634.034365091684,24.43,0.14,NA,2,4.753077500000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,796,4,Karama,Maize + Desmodium,547,147057.23634786726,21.03,0.133928571,6.19,3,5.1674864000000005
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,796,4,Karama,Maize + Desmodium,540,67163.17216629384,22.49,0.129126214,5.96,2,4.827131200000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,794,2,Karama,Maize + Desmodium,347,396780.2073116732,20.6,0.1,6.19,3,5.59855
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,839,5,Rubona,Napier grass,602,50805.2742435654,23.01,0.12,5.99,1,4.7059088000000004
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,788,2,Rubona,Desmodium distortum,318,283697.1676841539,21.26,0.13,5.34,3,5.4528550000000005
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,773,5,Karama,Brachiaria cv. Mulato II,645,11023.654671275373,25.32,0.16,6.15,3,4.0423256
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,819,3,Karama,Napier + Desmodium,434,64340.08050889447,22.57,0.12,6.34,1,4.8084816
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,819,3,Karama,Napier + Desmodium,441,93182.50901446024,21.88,0.13,6.25,2,4.969334400000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,822,6,Karama,Napier + Desmodium,734,15693.723618540307,24.7,0.112701252,6.34,1,4.1957260000000005
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,818,2,Karama,Napier + Desmodium,348,292482.57663345675,21.2,0.13,6.25,3,5.466100000000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,814,4,Rubona,maize monoculture,508,23580.1845623607,24.44,0.142276423,5.45,2,4.3725472000000005
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,762,6,Karama,Brachiaria + Desmodium,735,16613.762585300054,24.6,0.116031887,6.09,1,4.220468
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,810,6,Karama,maize monoculture,743,10961.030847973772,25.33,0.107376284,6.22,3,4.039851400000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,810,6,Karama,maize monoculture,729,12144.70583687475,25.15,0.101754386,5.88,1,4.084387
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,833,5,Karama,Napier grass,644,24335.45104064343,23.93,0.14,6.15,3,4.3862394
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,805,1,Karama,maize monoculture,229,231502.1346801967,21.66,0.1,5.88,1,5.364555000000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,766,4,Rubona,Brachiaria + Desmodium,528,73186.40253290268,22.33,0.137862138,5.78,4,4.864430400000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,792,6,Rubona,Desmodium distortum,711,9344.881530663428,25.61,0.14571949,5.31,2,3.9705738000000004
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,761,5,Karama,Brachiaria + Desmodium,642,23251.222922430785,24.01,0.14,5.93,2,4.3664458
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,770,2,Karama,Brachiaria cv. Mulato II,352,197752.73560154738,21.97,0.16,6.47,4,5.296122500000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,789,3,Rubona,Desmodium distortum,418,54932.896615031066,24.49,0.17,5.34,3,4.739832500000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,829,1,Karama,Napier grass,230,298490.1470868892,21.16,0.14,5.99,1,5.4749300000000005
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,800,2,Rubona,Maize + Desmodium,312,48409.21051760055,23.1,0.11,5.44,2,4.684928
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,768,6,Rubona,Brachiaria + Desmodium,721,8530.73792326554,25.77,0.163179916,5.54,3,3.9309866000000007
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,768,6,Rubona,Brachiaria + Desmodium,728,12856.684898144758,25.05,0.136067102,5.78,4,4.109129
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,790,4,Rubona,Desmodium distortum,518,28149.896344431458,24.11,0.153623188,5.34,3,4.4494768
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,768,6,Rubona,Brachiaria + Desmodium,728,10961.030847973772,25.33,0.136067102,5.78,4,4.039851400000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,777,3,Rubona,Brachiaria cv. Mulato II,403,131680.81323668963,22.77,0.17,5.65,1,5.1195225
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,776,2,Rubona,Brachiaria cv. Mulato II,324,216699.29579462763,21.79,0.12,5.35,4,5.335857500000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,806,2,Karama,maize monoculture,350,248576.46063034039,21.52,0.13,6.31,4,5.395460000000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,803,5,Rubona,Maize + Desmodium,612,114266.78282093965,21.5,0.13,5.44,2,5.05792
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,785,5,Karama,Desmodium distortum,639,6948.889409420754,26.13,0.14,6.21,2,3.8419154000000004
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,815,5,Rubona,maize monoculture,622,97794.67325669168,21.79,0.12,5.05,4,4.9903152
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,800,2,Rubona,Maize + Desmodium,305,158927.84698824718,22.4,0.12,5.39,1,5.201200000000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,761,5,Karama,Brachiaria + Desmodium,642,23923.063883378105,23.96,0.14,5.93,2,4.3788168
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,785,5,Karama,Desmodium distortum,646,17587.738509338462,24.5,0.13,5.85,3,4.24521
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,775,1,Rubona,Brachiaria cv. Mulato II,224,200791.35015382917,21.94,0.07,5.35,4,5.302745000000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,791,5,Rubona,Desmodium distortum,604,42557.80301093746,23.34,0.12,5.61,1,4.628979200000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,837,3,Rubona,Napier grass,402,85919.65015260431,23.61,0.14,5.99,1,4.934092500000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,829,1,Karama,Napier grass,237,248576.46063034039,21.52,0.14,6.77,2,5.395460000000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,831,3,Karama,Napier grass,430,96750.40685705117,21.81,0.13,5.99,1,4.9856528
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,829,1,Karama,Napier grass,244,519454.48458741145,20.07,0.15,6.15,3,5.7155475000000004
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,834,6,Karama,Napier grass,744,7525.826467116962,25.99,0.122065728,6.15,3,3.876554200000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,808,4,Karama,maize monoculture,543,98321.02558033199,21.78,0.133858268,6.22,3,4.9926464
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,812,2,Rubona,maize monoculture,322,154939.62481801922,22.45,0.14,5.05,4,5.190162500000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,761,5,Karama,Brachiaria + Desmodium,635,13610.403478716102,24.95,0.13,6.09,1,4.133871000000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,761,5,Karama,Brachiaria + Desmodium,656,11871.079132549097,25.19,0.13,5.94,4,4.0744902
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,792,6,Rubona,Desmodium distortum,704,12007.113059810454,25.17,0.153782211,5.61,1,4.0794386
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,818,2,Karama,Napier + Desmodium,341,337217.41895522614,20.92,0.1,6.25,2,5.52791
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,812,2,Rubona,maize monoculture,301,172393.14791774788,22.24,0.13,5.16,1,5.236520000000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,774,6,Karama,Brachiaria cv. Mulato II,731,7832.016612885669,25.92,0.158362989,6.06,1,3.8938736
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,774,6,Karama,Brachiaria cv. Mulato II,731,7787.524034055277,25.93,0.158362989,6.06,1,3.8913994
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,774,6,Karama,Brachiaria cv. Mulato II,738,3487.6845702446412,27.34,0.125113327,6.45,2,3.542537200000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,840,6,Rubona,Napier grass,723,10836.84845161791,25.35,0.155060353,5.29,4,4.034903
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,814,4,Rubona,maize monoculture,515,6715.373924471158,26.19,0.154368932,5.33,3,3.8270701999999996
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,783,3,Karama,Desmodium distortum,432,116746.7501339103,21.46,0.13,6.13,1,5.0672448
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,829,1,Karama,Napier grass,251,413247.27646039374,20.52,0.15,6.49,4,5.616210000000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,808,4,Karama,maize monoculture,550,67524.6590505538,22.48,0.11770428,6.31,4,4.829462400000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,788,2,Rubona,Desmodium distortum,311,71631.7563793494,22.37,0.1,5.31,2,4.8551056
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,818,2,Karama,Napier + Desmodium,334,439238.09569046466,20.4,0.12,6.34,1,5.642700000000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,757,1,Karama,Brachiaria + Desmodium,242,345897.5612238292,20.87,0.13,5.93,2,5.538947500000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,760,4,Karama,Brachiaria + Desmodium,556,92683.66525390223,21.89,0.129970902,5.94,4,4.967003200000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,819,3,Karama,Napier + Desmodium,455,256998.86184359103,19.99,0.15,6.11,4,5.409931200000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,789,3,Rubona,Desmodium distortum,425,84619.41137697636,23.64,0.14,5.22,4,4.9274700000000005
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,790,4,Rubona,Desmodium distortum,511,45146.32461953635,23.23,0.131868132,5.31,2,4.6546224
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,790,4,Rubona,Desmodium distortum,511,24896.379764323756,23.89,0.131868132,5.31,2,4.3961362
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,804,6,Rubona,Maize + Desmodium,726,8244.064861462532,25.83,0.174872666,5.21,4,3.9161414000000008
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,782,2,Karama,Desmodium distortum,353,268270.24136471935,21.37,0.12,6.48,4,5.4285725000000005
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,764,2,Rubona,Brachiaria + Desmodium,307,189872.6885764548,22.05,0.11,5.51,1,5.278462500000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,776,2,Rubona,Brachiaria cv. Mulato II,303,210190.21770014812,21.85,0.13,5.65,1,5.322612500000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,837,3,Rubona,Napier grass,423,40493.237434302995,25.09,0.18,5.29,4,4.607382500000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,834,6,Karama,Napier grass,730,8727.370232539646,25.73,0.117050691,5.99,1,3.9408834000000006
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,802,4,Rubona,Maize + Desmodium,512,55361.519291819786,22.85,0.144400786,5.44,2,4.743208
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,826,4,Rubona,Napier + Desmodium,513,9949.242125106375,25.5,0.138033764,5.6,2,3.99779
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,826,4,Rubona,Napier + Desmodium,520,76808.83889300801,22.24,0.159883721,5.42,3,4.885411200000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,832,4,Karama,Napier grass,551,60977.49791180411,22.67,0.120271581,6.49,4,4.7851696
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,809,5,Karama,maize monoculture,643,36054.47698820443,23.24,0.14,6.22,3,4.5569592000000005
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,809,5,Karama,maize monoculture,636,13610.403478716102,24.95,0.13,5.85,2,4.133871000000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,778,4,Rubona,Brachiaria cv. Mulato II,503,62636.228533305075,22.62,0.155599604,5.65,1,4.7968256
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,821,5,Karama,Napier + Desmodium,655,8150.664181872362,25.85,0.17,6.11,4,3.911193
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,757,1,Karama,Brachiaria + Desmodium,249,158927.84698824718,22.4,0.12,6.29,3,5.201200000000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,834,6,Karama,Napier grass,751,12144.70583687475,25.15,0.122854562,6.49,4,4.084387
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,777,3,Rubona,Brachiaria cv. Mulato II,424,38682.54148788365,25.18,0.15,5.35,4,4.587515000000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,833,5,Karama,Napier grass,630,195451.94653809196,20.5,0.15,5.99,1,5.291040000000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,806,2,Karama,maize monoculture,329,415353.1419060485,20.51,0.05,5.88,1,5.6184175000000005
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,797,5,Karama,Maize + Desmodium,654,14326.456979752136,24.86,0.14,6.25,4,4.156138800000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,820,4,Karama,Napier + Desmodium,548,170907.05867668192,20.75,0.141453831,6.25,3,5.232760000000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,804,6,Rubona,Maize + Desmodium,726,7967.025367716894,25.89,0.174872666,5.21,4,3.9012962
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,797,5,Karama,Maize + Desmodium,647,7440.563029926863,26.01,0.13,6.19,3,3.8716058
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,803,5,Rubona,Maize + Desmodium,605,67524.6590505538,22.48,0.13,5.39,1,4.829462400000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,766,4,Rubona,Brachiaria + Desmodium,514,8979.546422288186,25.68,0.1352657,NA,2,3.9532544000000005
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,790,4,Rubona,Desmodium distortum,511,8244.064861462532,25.83,0.131868132,5.31,2,3.9161414000000008
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,814,4,Rubona,maize monoculture,501,93182.50901446024,21.88,0.148330059,5.16,1,4.969334400000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,772,4,Karama,Brachiaria cv. Mulato II,538,132798.63161699643,21.22,0.123138034,6.45,2,5.1231936000000005
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,762,6,Karama,Brachiaria + Desmodium,742,8777.232448868639,25.72,0.120580236,5.93,2,3.9433576000000006
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,762,6,Karama,Brachiaria + Desmodium,756,11086.636284213717,25.31,0.117540687,5.94,4,4.044799800000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,766,4,Rubona,Brachiaria + Desmodium,521,40117.69756189633,23.45,0.155445545,5.54,3,4.6033360000000005
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,809,5,Karama,maize monoculture,650,14573.417272813467,24.83,0.12,6.31,4,4.163561400000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,817,1,Karama,Napier + Desmodium,241,426044.53612472763,20.46,0.15,6.25,2,5.629455000000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,764,2,Rubona,Brachiaria + Desmodium,314,56260.24252796583,22.82,0.1,NA,2,4.7502016000000005
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,800,2,Rubona,Maize + Desmodium,319,135758.6466690948,22.71,0.12,5.39,3,5.132767500000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,827,5,Rubona,Napier + Desmodium,620,76808.83889300801,22.24,0.15,5.42,3,4.885411200000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,759,3,Karama,Brachiaria + Desmodium,442,40550.70415024822,23.43,0.14,5.93,2,4.6079984000000005
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,782,2,Karama,Desmodium distortum,339,221150.28327456527,21.75,0.12,6.21,2,5.344687500000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,760,4,Karama,Brachiaria + Desmodium,549,103187.52599159241,21.69,0.11804878,6.29,3,5.0136272
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,807,3,Karama,maize monoculture,429,33605.193466853154,23.78,0.12,5.88,1,4.5264064
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,768,6,Rubona,Brachiaria + Desmodium,707,5108.678823874197,26.67,0.168007149,5.51,1,3.7083085999999996
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,782,2,Karama,Desmodium distortum,346,344143.8397554545,20.88,0.09,5.85,3,5.536740000000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,796,4,Karama,Maize + Desmodium,533,108877.76568686482,21.59,0.117475728,6.16,1,5.036939200000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,806,2,Karama,maize monoculture,336,86357.48781703811,23.6,0.1,5.85,2,4.9363
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,794,2,Karama,Maize + Desmodium,340,268270.24136471935,21.37,0.14,5.96,2,5.4285725000000005
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,766,4,Rubona,Brachiaria + Desmodium,514,6452.838561938555,26.26,0.1352657,NA,2,3.8097507999999998
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,812,2,Rubona,maize monoculture,315,147057.23634786726,21.03,0.14,5.33,3,5.1674864000000005
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,812,2,Rubona,maize monoculture,308,158927.84698824718,22.4,0.11,5.45,2,5.201200000000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,795,3,Karama,Maize + Desmodium,433,147057.23634786726,21.03,0.15,6.16,1,5.1674864000000005
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,800,2,Rubona,Maize + Desmodium,326,201814.56213890767,21.93,0.13,5.21,4,5.304952500000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,784,4,Karama,Desmodium distortum,553,94188.26564493883,21.86,0.123505976,6.48,4,4.9739968
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,789,3,Rubona,Desmodium distortum,404,53012.70928614869,24.56,0.16,5.61,1,4.724380000000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,831,3,Karama,Napier grass,444,64340.08050889447,22.57,0.13,6.15,3,4.8084816
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,764,2,Rubona,Brachiaria + Desmodium,321,122014.09414919147,22.92,0.13,5.54,3,5.086410000000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,798,6,Karama,Maize + Desmodium,733,14003.674257742525,24.9,0.117967332,6.16,1,4.146242000000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,840,6,Rubona,Napier grass,723,8777.232448868639,25.72,0.155060353,5.29,4,3.9433576000000006
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,760,4,Karama,Brachiaria + Desmodium,556,8530.73792326554,25.77,0.129970902,5.94,4,3.9309866000000007
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,778,4,Rubona,Brachiaria cv. Mulato II,517,40752.52288738373,23.025,0.15628091,5.74,3,4.610154500000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,780,6,Rubona,Brachiaria cv. Mulato II,724,9949.242125106375,25.5,0.14986124,5.35,4,3.99779
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,780,6,Rubona,Brachiaria cv. Mulato II,724,9398.271783630289,25.6,0.14986124,5.35,4,3.9730480000000004
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,782,2,Karama,Desmodium distortum,332,342399.0097605489,20.89,0.12,6.13,1,5.534532500000001
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,786,6,Karama,Desmodium distortum,746,22089.098916439183,24.1,0.114695341,5.85,3,4.344178
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,840,6,Rubona,Napier grass,709,17388.479192868854,24.52,0.177756654,5.65,2,4.2402616
12,hao_hdh,proteobacteria_AOB,haoF4,haoR2,hydroxylamine_oxidation,nitrification,804,6,Rubona,Maize + Desmodium,719,6988.5906043679925,26.12,0.1776028,5.39,3,3.8443896000000004
